CASE	CORPUS	FILE	MATCHLEMMA	COMPLEMENTIZER	TYPE	L1	REGISTER	L_MATRBE4S	SURPRISAL
2545	LINDSEI	GE039	say	absent	obj	German	spoken	0	6.1294310345
2546	ICLE	GEBA1026	say	present	obj	German	written	9	16.1237844713
2547	ICLE	GEDR1007	say	present	obj	German	written	14	15.1237844713
2548	ICLE	GEDR1009	say	present	obj	German	written	11	15.1237844713
2549	ICLE	GESA5020	say	present	obj	German	written	0	16.1237844713
2550	ICLE	GEAU1047	say	present	obj	German	written	0	16.1237844713
2551	LINDSEI	SP020	say	absent	obj	Spanish	spoken	0	4.7536419919
2552	LINDSEI	SP010	say	present	obj	Spanish	spoken	0	4.7536419919
2553	LINDSEI	GE004	say	present	obj	German	spoken	5	4.7536419919
2554	ICLE	GEDR1011	say	present	obj	German	written	0	4.7536419919
2555	ICE-GB	S1A-087	say	present	obj	English	spoken	0	4.7536419919
2556	ICE-GB	S1B-070	say	absent	obj	English	spoken	0	4.7536419919
2557	ICE-GB	S1A-030	say	absent	obj	English	spoken	0	4.7536419919
2558	ICE-GB	S1A-076	say	present	obj	English	spoken	0	4.7536419919
2559	ICE-GB	S1A-046	say	absent	obj	English	spoken	0	4.7536419919
2560	ICLE	SPM10006	say	present	obj	Spanish	written	67	4.7536419919
2561	ICE-GB	S2A-031	say	present	obj	English	spoken	40	4.7536419919
2562	ICE-GB	S1A-097	say	absent	obj	English	spoken	0	4.7536419919
2563	LINDSEI	GE021	say	absent	obj	German	spoken	0	4.7536419919
2564	ICE-GB	S1A-031	say	absent	obj	English	spoken	0	4.7536419919
2565	ICE-GB	S2B-014	say	absent	obj	English	spoken	0	4.7536419919
2566	ICLE	GEAU3088	say	present	obj	German	written	0	4.7536419919
2567	ICLE	SPM02010	say	absent	obj	Spanish	written	12	4.7536419919
2568	ICLE	GEAU1050	say	present	obj	German	written	14	4.7536419919
2569	LINDSEI	SP010	say	absent	obj	Spanish	spoken	0	4.7536419919
2570	ICE-GB	S2B-033	say	absent	obj	English	spoken	0	4.7536419919
2571	ICE-GB	W2F-008	say	absent	obj	English	written	2	4.7536419919
2572	LINDSEI	GE015	say	present	obj	German	spoken	0	4.7536419919
2573	ICLE	SPAL1002	say	absent	obj	Spanish	written	0	4.7536419919
2574	ICE-GB	S1A-091	say	absent	obj	English	spoken	0	4.7536419919
2575	ICLE	SPM06007	say	absent	obj	Spanish	written	4	4.7536419919
2576	LINDSEI	GE006	say	absent	obj	German	spoken	0	4.7536419919
2577	LINDSEI	GE007	say	present	obj	German	spoken	0	4.7536419919
2578	ICE-GB	S1B-045	say	absent	obj	English	spoken	0	4.7536419919
2579	ICE-GB	W1B-009	say	absent	obj	English	written	0	4.7536419919
2580	ICE-GB	S2B-018	say	present	obj	English	spoken	0	4.7536419919
2581	ICE-GB	W2B-010	say	absent	obj	English	written	0	4.7536419919
2582	LINDSEI	GE002	say	absent	obj	German	spoken	8	4.7536419919
2583	ICLE	GEAU4002	say	present	obj	German	written	0	7.0257523884
2584	ICLE	GESA4014	say	absent	obj	German	written	0	7.0257523884
2585	ICE-GB	S2A-068	say	present	obj	English	spoken	0	7.0257523884
2586	ICE-GB	S2B-001	say	present	obj	English	spoken	0	7.0257523884
2587	ICLE	GEBA1040	say	present	obj	German	written	0	7.0257523884
2588	ICE-GB	S1A-069	say	absent	obj	English	spoken	7	7.0257523884
2589	ICE-GB	S2A-066	say	present	obj	English	spoken	0	7.0257523884
2590	ICLE	SPM08015	say	present	obj	Spanish	written	0	6.0958784748
2591	ICLE	SPM10011	say	present	obj	Spanish	written	0	6.0958784748
2592	ICE-GB	S1A-014	say	present	obj	English	spoken	2	6.0958784748
2593	ICE-GB	S1B-030	say	present	obj	English	spoken	0	6.0958784748
2594	ICLE	SPM05003	say	present	obj	Spanish	written	0	6.0958784748
2595	ICLE	SPM10011	say	present	obj	Spanish	written	0	6.0958784748
2596	ICLE	GEAU1038	say	present	obj	German	written	0	6.0958784748
2597	ICLE	SPM08016	say	present	obj	Spanish	written	13	6.0958784748
2598	ICLE	GEAU4009	say	present	obj	German	written	0	6.0958784748
2599	ICLE	SPM06004	say	present	obj	Spanish	written	20	6.0958784748
2600	ICE-GB	S1B-058	say	present	obj	English	spoken	0	6.0958784748
2601	ICE-GB	S1B-040	say	absent	obj	English	spoken	0	6.0958784748
2602	ICLE	SPM04020	say	present	obj	Spanish	written	0	16.1237844713
2603	ICE-GB	S1B-024	say	absent	obj	English	spoken	0	4.5534543703
2604	LINDSEI	SP016	say	present	obj	Spanish	spoken	0	4.5534543703
2605	ICLE	SPM01010	say	absent	obj	Spanish	written	0	4.5534543703
2606	ICE-GB	S1B-027	say	present	obj	English	spoken	2	4.5534543703
2607	LINDSEI	GE003	say	absent	obj	German	spoken	0	4.5534543703
2608	ICLE	GESA5023	say	present	obj	German	written	32	4.5534543703
2609	LINDSEI	GE005	say	absent	obj	German	spoken	0	4.5534543703
2610	LINDSEI	SP025	say	absent	obj	Spanish	spoken	0	4.5534543703
2611	ICLE	SPM04018	say	absent	obj	Spanish	written	0	4.5534543703
2612	ICLE	GEDR1011	say	present	obj	German	written	0	4.5534543703
2613	ICLE	GEBA1026	say	present	obj	German	written	0	4.5534543703
2614	ICLE	SPM10016	say	present	obj	Spanish	written	0	4.5534543703
2615	LINDSEI	SP012	say	present	obj	Spanish	spoken	0	4.5534543703
2616	ICLE	GEBA1041	say	present	obj	German	written	0	4.5534543703
2617	LINDSEI	GE006	say	present	obj	German	spoken	0	4.5534543703
2618	ICLE	GEAU1078	say	present	obj	German	written	0	4.5534543703
2619	LINDSEI	GE027	say	present	obj	German	spoken	0	4.5534543703
2620	ICE-GB	S1B-014	say	absent	obj	English	spoken	0	4.5534543703
2621	ICE-GB	S1A-076	say	absent	obj	English	spoken	0	4.5534543703
2622	LINDSEI	SP005	say	present	obj	Spanish	spoken	0	4.5534543703
2623	LINDSEI	SP029	say	absent	obj	Spanish	spoken	0	4.5534543703
2624	ICE-GB	W2C-002	say	absent	obj	English	written	0	4.5534543703
2625	ICLE	SPM04040	say	present	obj	Spanish	written	6	4.5534543703
2626	ICE-GB	S1B-022	say	present	obj	English	spoken	0	4.5534543703
2627	ICLE	SPM07024	say	present	obj	Spanish	written	0	4.5534543703
2628	LINDSEI	SP029	say	present	obj	Spanish	spoken	26	4.5534543703
2629	LINDSEI	GE042	say	absent	obj	German	spoken	0	4.5534543703
2630	ICLE	SPM08012	say	present	obj	Spanish	written	11	4.5534543703
2631	ICE-GB	W2C-020	say	absent	obj	English	written	0	4.5534543703
2632	LINDSEI	GE003	say	absent	obj	German	spoken	12	4.5534543703
2633	ICE-GB	S2B-012	say	absent	obj	English	spoken	0	4.5534543703
2634	ICLE	SPM08005	say	present	obj	Spanish	written	0	4.5534543703
2635	ICE-GB	S1B-007	say	absent	obj	English	spoken	0	4.5534543703
2636	ICLE	SPM07010	say	present	obj	Spanish	written	0	4.5534543703
2637	ICLE	SPM08002	say	present	obj	Spanish	written	14	4.5534543703
2638	ICLE	GESA2003	say	absent	obj	German	written	0	4.5534543703
2639	LINDSEI	GE039	say	present	obj	German	spoken	19	4.5534543703
2640	ICLE	SPM09008	say	absent	obj	Spanish	written	16	4.5534543703
2641	ICLE	SPM04053	say	present	obj	Spanish	written	0	4.5534543703
2642	ICLE	SPM05020	say	present	obj	Spanish	written	9	4.5534543703
2643	LINDSEI	GE037	say	absent	obj	German	spoken	0	4.5534543703
2644	LINDSEI	SP006	say	absent	obj	Spanish	spoken	0	4.5534543703
2645	ICLE	SPM08001	say	present	obj	Spanish	written	0	4.5534543703
2646	ICLE	SPM05009	say	present	obj	Spanish	written	16	4.5534543703
2647	ICE-GB	S1B-075	say	present	obj	English	spoken	0	4.5534543703
2648	ICLE	SPM10011	say	present	obj	Spanish	written	0	4.5534543703
2649	ICLE	SPM09007	say	present	obj	Spanish	written	0	4.5534543703
2650	ICE-GB	S2B-020	say	absent	obj	English	spoken	0	4.5534543703
2651	ICE-GB	W2E-001	say	present	obj	English	written	0	4.5534543703
2652	ICLE	SPM03042	say	present	obj	Spanish	written	0	4.5534543703
2653	ICE-GB	S2B-004	say	absent	obj	English	spoken	0	4.5534543703
2654	LINDSEI	GE009	say	absent	obj	German	spoken	0	4.5534543703
2655	ICLE	SPM04016	say	present	obj	Spanish	written	9	4.5534543703
2656	ICLE	SPAL1008	say	present	obj	Spanish	written	55	4.5534543703
2657	ICE-GB	W2C-020	say	absent	obj	English	written	0	4.5534543703
2658	ICLE	SPAL1004	say	absent	obj	Spanish	written	15	4.5534543703
2659	ICE-GB	S2B-016	say	absent	obj	English	spoken	0	4.5534543703
2660	ICE-GB	S2B-023	say	present	obj	English	spoken	0	15.1237844713
2661	ICE-GB	S2B-009	say	absent	obj	English	spoken	0	12.4233447532
2662	ICLE	SPM07020	say	present	obj	Spanish	written	0	16.1237844713
2663	ICLE	SPM09003	say	present	obj	Spanish	written	4	13.3164295493
2664	ICLE	SPM09008	say	absent	obj	Spanish	written	8	13.3164295493
2665	ICLE	SPM08009	say	present	obj	Spanish	written	12	12.6643528527
2666	ICLE	SPM05019	say	present	obj	Spanish	written	8	16.1237844713
2667	ICLE	GEAU3016	say	present	obj	German	written	4	15.1237844713
2668	ICLE	SPM03051	say	absent	obj	Spanish	written	0	15.1237844713
2669	ICLE	SPM07002	say	present	obj	Spanish	written	8	11.1237844713
2670	ICLE	SPM02002	say	present	obj	Spanish	written	14	13.1237844713
2671	ICE-GB	S1B-043	say	present	obj	English	spoken	0	13.8018563765
2672	ICLE	SPM02002	say	present	obj	Spanish	written	5	12.4233447532
2673	ICLE	SPM03020	say	absent	obj	Spanish	written	0	12.4233447532
2674	ICE-GB	S2B-046	say	present	obj	English	spoken	0	16.1237844713
2675	ICE-GB	S2B-005	say	present	obj	English	spoken	0	8.6480510404
2676	ICE-GB	S2B-018	say	absent	obj	English	spoken	0	8.6480510404
2677	LINDSEI	GE003	say	absent	obj	German	spoken	17	11.3688969692
2678	ICLE	SPM01012	say	absent	obj	Spanish	written	2	11.3688969692
2679	ICLE	SPM05012	say	present	obj	Spanish	written	0	11.3688969692
2680	ICE-GB	S2B-042	say	absent	obj	English	spoken	0	11.3688969692
2681	ICE-GB	S2B-017	say	present	obj	English	spoken	0	10.079390352
2682	ICE-GB	S2A-068	say	present	obj	English	spoken	0	10.079390352
2683	ICE-GB	S2B-015	say	absent	obj	English	spoken	0	10.079390352
2684	ICE-GB	W2F-016	say	present	obj	English	written	0	12.5388219706
2685	ICLE	SPM07002	say	present	obj	Spanish	written	0	9.181269966
2686	ICE-GB	W1B-009	say	absent	obj	English	written	0	9.181269966
2687	ICLE	SPAL1005	say	present	obj	Spanish	written	4	16.1237844713
2688	ICE-GB	S2B-020	say	absent	obj	English	spoken	0	16.1237844713
2689	ICLE	SPM04009	say	absent	obj	Spanish	written	0	6.4495922032
2690	ICE-GB	S2B-017	say	absent	obj	English	spoken	0	6.4495922032
2691	ICLE	SPM04017	say	present	obj	Spanish	written	2	9.631931375
2692	ICLE	SPM10006	say	present	obj	Spanish	written	15	14.5388219706
2693	ICLE	SPM03032	say	present	obj	Spanish	written	0	14.5388219706
2694	ICLE	GEAU1017	say	absent	obj	German	written	0	16.1237844713
2695	ICE-GB	S1B-028	say	present	obj	English	spoken	0	9.9945014544
2696	ICE-GB	W1B-009	say	absent	obj	English	written	0	10.5691956197
2697	ICLE	SPM03037	say	present	obj	Spanish	written	12	10.5691956197
2698	ICLE	SPM04019	say	present	obj	Spanish	written	4	11.0363216301
2699	ICLE	GESA5036	say	present	obj	German	written	4	11.0363216301
2700	ICLE	SPM10004	say	present	obj	Spanish	written	0	11.0363216301
2701	ICLE	GEDR1009	say	present	obj	German	written	0	11.0363216301
2702	ICLE	SPM04011	say	present	obj	Spanish	written	13	11.2168938757
2703	ICE-GB	S1A-024	say	absent	obj	English	spoken	4	16.1237844713
2704	ICLE	SPM01014	say	present	obj	Spanish	written	9	16.1237844713
2705	ICLE	SPM05022	say	present	obj	Spanish	written	0	14.5388219706
2706	ICLE	SPM05001	say	present	obj	Spanish	written	4	14.5388219706
2707	ICLE	SPM03043	say	present	obj	Spanish	written	0	14.5388219706
2708	ICLE	SPM05019	say	present	obj	Spanish	written	0	14.5388219706
2709	ICLE	SPM04017	say	present	obj	Spanish	written	2	14.5388219706
2710	ICLE	SPM05006	say	present	obj	Spanish	written	0	14.5388219706
2711	ICLE	SPM04005	say	present	obj	Spanish	written	0	14.5388219706
2712	ICLE	SPM04037	say	present	obj	Spanish	written	0	14.5388219706
2713	ICLE	SPM04007	say	present	obj	Spanish	written	0	14.5388219706
2714	ICLE	SPM05021	say	present	obj	Spanish	written	0	14.5388219706
2715	ICE-GB	S2B-014	say	absent	obj	English	spoken	0	14.1237844713
2716	ICLE	SPM08003	say	present	obj	Spanish	written	0	7.0958784748
2717	ICLE	SPM06003	say	present	obj	Spanish	written	10	7.0958784748
2718	LINDSEI	GE003	say	absent	obj	German	spoken	0	7.0958784748
2719	ICLE	SPM08004	say	present	obj	Spanish	written	0	7.0958784748
2720	ICLE	SPAL1002	say	absent	obj	Spanish	written	0	7.0958784748
2721	ICE-GB	S1A-020	say	absent	obj	English	spoken	0	7.0958784748
2722	ICE-GB	W2F-013	say	present	obj	English	written	0	7.0958784748
2723	ICLE	SPM08005	say	absent	obj	Spanish	written	4	7.0958784748
2724	ICLE	SPM08013	say	present	obj	Spanish	written	4	7.0958784748
2725	LINDSEI	SP006	say	absent	obj	Spanish	spoken	0	7.0958784748
2726	ICLE	SPM05018	say	present	obj	Spanish	written	35	7.0958784748
2727	ICE-GB	S1B-047	say	present	obj	English	spoken	37	11.8018563765
2728	ICE-GB	W2F-004	say	present	obj	English	written	0	11.8018563765
2729	LINDSEI	GE026	say	present	obj	German	spoken	0	9.5388219706
2730	ICE-GB	S1A-037	say	absent	obj	English	spoken	0	12.6643528527
2731	ICE-GB	S1B-016	say	present	obj	English	spoken	2	11.3164295493
2732	ICLE	GESA4009	say	present	obj	German	written	0	9.9339599125
2733	ICLE	SPM03018	say	present	obj	Spanish	written	17	14.5388219706
2734	ICLE	SPM04017	say	present	obj	Spanish	written	2	14.5388219706
2735	ICLE	SPM10003	say	present	obj	Spanish	written	22	14.5388219706
2736	ICLE	SPM05005	say	present	obj	Spanish	written	9	14.5388219706
2737	ICLE	SPM02010	say	present	obj	Spanish	written	0	14.5388219706
2738	ICLE	SPM05005	say	absent	obj	Spanish	written	0	14.5388219706
2739	ICLE	SPM01008	say	present	obj	Spanish	written	0	14.5388219706
2740	ICLE	SPM05005	say	present	obj	Spanish	written	5	14.5388219706
2741	LINDSEI	GE033	say	absent	obj	German	spoken	0	2.8237179614
2742	ICE-GB	S1B-070	say	absent	obj	English	spoken	3	2.8237179614
2743	ICE-GB	S1B-034	say	absent	obj	English	spoken	0	2.8237179614
2744	LINDSEI	SP006	say	present	obj	Spanish	spoken	0	2.8237179614
2745	LINDSEI	GE031	say	absent	obj	German	spoken	0	2.8237179614
2746	ICE-GB	S1B-039	say	absent	obj	English	spoken	0	2.8237179614
2747	ICE-GB	S2A-064	say	present	obj	English	spoken	0	2.8237179614
2748	ICE-GB	S1B-015	say	present	obj	English	spoken	0	4.5548783168
2749	ICE-GB	S1B-022	say	absent	obj	English	spoken	0	4.5548783168
2750	LINDSEI	GE031	say	absent	obj	German	spoken	0	4.5548783168
2751	ICE-GB	S1A-069	say	absent	obj	English	spoken	0	4.5548783168
2752	ICLE	GESA3008	say	present	obj	German	written	0	4.5548783168
2753	ICE-GB	S1B-010	say	present	obj	English	spoken	0	4.5548783168
2754	ICLE	SPAL1001	say	present	obj	Spanish	written	0	4.5548783168
2755	ICLE	SPM04034	say	present	obj	Spanish	written	0	4.5548783168
2756	ICE-GB	S1B-069	say	absent	obj	English	spoken	20	4.5548783168
2757	ICE-GB	S2A-065	say	present	obj	English	spoken	0	4.5548783168
2758	ICLE	SPAL1002	say	present	obj	Spanish	written	23	4.5548783168
2759	ICLE	SPM05008	say	absent	obj	Spanish	written	30	4.5548783168
2760	ICLE	SPM04017	say	present	obj	Spanish	written	4	4.5548783168
2761	LINDSEI	SP029	say	present	obj	Spanish	spoken	21	4.5548783168
2762	ICE-GB	S2B-016	say	absent	obj	English	spoken	0	4.5548783168
2763	ICLE	SPM03020	say	present	obj	Spanish	written	9	4.5548783168
2764	ICE-GB	S1B-027	say	present	obj	English	spoken	0	4.5548783168
2765	ICLE	SPM05019	say	present	obj	Spanish	written	7	4.5548783168
2766	LINDSEI	GE031	say	present	obj	German	spoken	0	4.5548783168
2767	ICLE	SPM01012	say	present	obj	Spanish	written	22	4.5548783168
2768	ICLE	SPM08002	say	present	obj	Spanish	written	44	4.5548783168
2769	ICE-GB	W2D-019	say	present	obj	English	written	6	4.5548783168
2770	ICE-GB	S2A-040	say	present	obj	English	spoken	0	4.5548783168
2771	ICE-GB	S2A-055	say	absent	obj	English	spoken	0	4.5548783168
2772	ICLE	GESA5020	say	absent	obj	German	written	0	4.5548783168
2773	ICE-GB	S2B-032	say	present	obj	English	spoken	0	4.5548783168
2774	ICLE	SPM06011	say	present	obj	Spanish	written	34	4.5548783168
2775	ICLE	SPM05019	say	present	obj	Spanish	written	0	4.5548783168
2776	ICLE	GEDR1009	say	present	obj	German	written	0	4.5548783168
2777	ICE-GB	S1A-059	say	present	obj	English	spoken	0	4.5548783168
2778	ICLE	SPM02001	say	present	obj	Spanish	written	0	4.5548783168
2779	ICLE	SPM02009	say	present	obj	Spanish	written	0	4.5548783168
2780	ICE-GB	S2B-006	say	absent	obj	English	spoken	0	4.5548783168
2781	ICE-GB	S1B-030	say	present	obj	English	spoken	0	4.5548783168
2782	ICLE	SPM04034	say	present	obj	Spanish	written	51	4.5548783168
2783	ICLE	GEBA1029	say	present	obj	German	written	10	4.5548783168
2784	ICE-GB	S2B-032	say	present	obj	English	spoken	64	4.5548783168
2785	ICE-GB	S2B-005	say	absent	obj	English	spoken	0	4.5548783168
2786	ICE-GB	S1B-031	say	present	obj	English	spoken	17	4.5548783168
2787	ICE-GB	W2E-010	say	absent	obj	English	written	0	4.5548783168
2788	ICE-GB	S1A-070	say	absent	obj	English	spoken	0	4.5548783168
2789	ICLE	SPM04017	say	present	obj	Spanish	written	4	4.5548783168
2790	ICLE	SPM09006	say	present	obj	Spanish	written	27	4.5548783168
2791	ICLE	GESA4004	say	present	obj	German	written	0	4.5548783168
2792	ICE-GB	S1A-002	say	absent	obj	English	spoken	0	4.5548783168
2793	ICLE	SPM02010	say	absent	obj	Spanish	written	7	4.5548783168
2794	ICLE	SPM09006	say	present	obj	Spanish	written	0	4.5548783168
2795	ICLE	SPM04044	say	present	obj	Spanish	written	0	4.5548783168
2796	ICLE	SPM03005	say	present	obj	Spanish	written	11	4.5548783168
2797	ICLE	SPM03051	say	present	obj	Spanish	written	4	4.5548783168
2798	ICLE	SPM09007	say	absent	obj	Spanish	written	0	4.5548783168
2799	ICE-GB	S1B-029	say	absent	obj	English	spoken	0	4.5548783168
2800	ICE-GB	S2B-019	say	absent	obj	English	spoken	0	4.5548783168
2801	ICLE	SPM03025	say	present	obj	Spanish	written	5	4.5548783168
2802	ICE-GB	S2B-016	say	absent	obj	English	spoken	0	4.5548783168
2803	ICLE	SPAL1002	say	present	obj	Spanish	written	0	4.5548783168
2804	ICE-GB	S1B-024	say	present	obj	English	spoken	0	4.5548783168
2805	ICLE	SPM04019	say	present	obj	Spanish	written	0	4.5548783168
2806	ICE-GB	S2B-023	say	present	obj	English	spoken	0	4.5548783168
2807	ICE-GB	S2A-021	say	present	obj	English	spoken	2	4.5548783168
2808	ICLE	SPM03019	say	present	obj	Spanish	written	33	4.5548783168
2809	ICE-GB	S2B-001	say	absent	obj	English	spoken	0	8.9143311057
2810	ICE-GB	S2B-020	say	absent	obj	English	spoken	0	8.9143311057
2811	ICLE	SPAL1001	say	present	obj	Spanish	written	0	8.9143311057
2812	ICLE	SPAL1002	say	present	obj	Spanish	written	0	8.9143311057
2813	ICLE	SPM05012	say	present	obj	Spanish	written	12	8.9143311057
2814	ICE-GB	S2B-016	say	absent	obj	English	spoken	0	8.9143311057
2815	ICE-GB	S1B-070	say	absent	obj	English	spoken	0	6.8782317651
2816	ICLE	GEDR1026	say	absent	obj	German	written	5	6.8782317651
2817	ICE-GB	S1B-043	say	absent	obj	English	spoken	0	6.8782317651
2818	ICE-GB	S1A-059	say	absent	obj	English	spoken	0	6.8782317651
2819	ICLE	SPM02001	say	present	obj	Spanish	written	0	6.8782317651
2820	ICE-GB	S1B-067	say	present	obj	English	spoken	3	6.8782317651
2821	LINDSEI	GE003	say	absent	obj	German	spoken	0	6.8782317651
2822	ICE-GB	S1A-068	say	present	obj	English	spoken	0	6.8782317651
2823	ICLE	GEAU1103	say	present	obj	German	written	0	6.8782317651
2824	ICLE	GESA2007	say	present	obj	German	written	34	6.8782317651
2825	ICE-GB	S1A-033	say	absent	obj	English	spoken	0	6.8782317651
2826	ICE-GB	S1A-086	say	absent	obj	English	spoken	6	6.8782317651
2827	ICLE	SPM04009	say	absent	obj	Spanish	written	9	6.8782317651
2828	ICE-GB	S2A-030	say	absent	obj	English	spoken	0	6.8782317651
2829	ICE-GB	S2B-017	say	absent	obj	English	spoken	0	6.8782317651
2830	LINDSEI	SP042	say	present	obj	Spanish	spoken	0	6.8782317651
2831	ICLE	SPM04015	say	present	obj	Spanish	written	68	6.8782317651
2832	ICLE	GESA2003	say	present	obj	German	written	0	9.5090746272
2833	ICLE	SPM09003	say	present	obj	Spanish	written	0	9.5090746272
2834	ICLE	SPAL1008	say	present	obj	Spanish	written	8	9.5090746272
2835	ICE-GB	S2A-070	say	present	obj	English	spoken	36	5.1623347769
2836	ICE-GB	S2B-011	say	absent	obj	English	spoken	0	5.1623347769
2837	ICE-GB	S2A-066	say	present	obj	English	spoken	0	5.1623347769
2838	ICE-GB	S2B-017	say	absent	obj	English	spoken	0	5.1623347769
2839	ICLE	SPM08003	say	present	obj	Spanish	written	0	5.1623347769
2840	ICLE	SPM07010	say	present	obj	Spanish	written	0	5.1623347769
2841	LINDSEI	GE031	say	absent	obj	German	spoken	0	5.1623347769
2842	ICLE	SPM06010	say	present	obj	Spanish	written	0	5.1623347769
2843	ICE-GB	S2B-019	say	absent	obj	English	spoken	0	5.1623347769
2844	ICE-GB	S2B-016	say	absent	obj	English	spoken	0	5.1623347769
2845	ICE-GB	S2B-016	say	absent	obj	English	spoken	6	5.1623347769
2846	ICLE	SPAL1002	say	present	obj	Spanish	written	10	5.1623347769
2847	ICE-GB	S2B-001	say	present	obj	English	spoken	57	5.1623347769
2848	ICLE	SPM08013	say	present	obj	Spanish	written	0	5.1623347769
2849	ICE-GB	S2B-018	say	absent	obj	English	spoken	0	5.1623347769
2850	ICE-GB	S2B-019	say	absent	obj	English	spoken	0	5.1623347769
2851	ICE-GB	S1B-048	say	present	obj	English	spoken	3	5.1623347769
2852	LINDSEI	GE034	say	absent	obj	German	spoken	0	5.1623347769
2853	ICE-GB	S2B-009	say	absent	obj	English	spoken	0	5.1623347769
2854	ICLE	SPAL1007	say	present	obj	Spanish	written	0	5.1623347769
2855	ICE-GB	S2B-001	say	absent	obj	English	spoken	0	5.1623347769
2856	ICLE	SPAL1002	say	absent	obj	Spanish	written	0	5.1623347769
2857	ICE-GB	S2A-021	say	present	obj	English	spoken	0	5.1623347769
2858	ICE-GB	S1A-073	say	absent	obj	English	spoken	0	5.1623347769
2859	ICLE	SPM05008	say	present	obj	Spanish	written	48	5.1623347769
2860	ICE-GB	S1B-034	say	present	obj	English	spoken	0	5.1623347769
2861	ICE-GB	S1B-016	say	present	obj	English	spoken	0	5.1623347769
2862	ICE-GB	S2B-020	say	absent	obj	English	spoken	0	5.1623347769
2863	ICLE	SPM04042	say	present	obj	Spanish	written	0	5.1623347769
2864	ICE-GB	S2B-021	say	absent	obj	English	spoken	0	5.1623347769
2865	ICE-GB	S2A-037	say	present	obj	English	spoken	0	5.1623347769
2866	ICE-GB	S1B-064	say	absent	obj	English	spoken	0	5.1623347769
2867	ICLE	SPM10006	say	absent	obj	Spanish	written	7	5.1623347769
2868	ICLE	SPM05011	say	present	obj	Spanish	written	0	5.1623347769
2869	ICE-GB	S2B-002	say	absent	obj	English	spoken	0	5.1623347769
2870	ICLE	GESA4001	say	present	obj	German	written	0	6.5615420471
2871	ICLE	SPM04049	say	present	obj	Spanish	written	9	6.5615420471
2872	ICE-GB	S2A-064	say	present	obj	English	spoken	7	6.5615420471
2873	ICLE	SPM05007	say	present	obj	Spanish	written	0	6.5615420471
2874	ICE-GB	S1B-024	say	absent	obj	English	spoken	0	6.5615420471
2875	ICLE	SPM09003	say	present	obj	Spanish	written	9	6.5615420471
2876	ICLE	SPM04043	say	present	obj	Spanish	written	0	6.5615420471
2877	ICLE	SPM09004	say	present	obj	Spanish	written	0	6.5615420471
2878	ICLE	SPM05019	say	present	obj	Spanish	written	0	6.5615420471
2879	ICLE	SPM05012	say	present	obj	Spanish	written	12	6.5615420471
2880	ICLE	GEAU3089	say	present	obj	German	written	0	6.5615420471
2881	ICE-GB	S1B-044	say	present	obj	English	spoken	0	6.5615420471
2882	ICLE	SPM08009	say	present	obj	Spanish	written	0	6.5615420471
2883	LINDSEI	SP022	say	absent	obj	Spanish	spoken	4	6.5615420471
2884	ICE-GB	S2B-004	say	absent	obj	English	spoken	0	9.4372839442
2885	ICLE	SPM03036	say	present	obj	Spanish	written	21	9.4372839442
2886	ICE-GB	S2B-009	say	absent	obj	English	spoken	0	9.4372839442
2887	ICLE	SPM09002	say	present	obj	Spanish	written	7	6.2940617363
2888	ICLE	SPM10008	say	present	obj	Spanish	written	88	6.2940617363
2889	ICE-GB	S1B-022	say	present	obj	English	spoken	0	6.2940617363
2890	ICLE	SPM02005	say	present	obj	Spanish	written	4	6.2940617363
2891	ICE-GB	S1A-090	say	present	obj	English	spoken	20	6.2940617363
2892	ICLE	SPM04042	say	present	obj	Spanish	written	22	6.2940617363
2893	ICE-GB	S1A-077	say	absent	obj	English	spoken	2	6.2940617363
2894	ICLE	SPM01017	say	present	obj	Spanish	written	0	6.2940617363
2895	ICE-GB	W2B-027	say	present	obj	English	written	0	6.2940617363
2896	ICLE	GEAU1017	say	present	obj	German	written	23	6.2940617363
2897	ICLE	GEBA1040	say	present	obj	German	written	0	6.2940617363
2898	ICE-GB	S2B-016	say	absent	obj	English	spoken	0	6.2940617363
2899	ICLE	SPM04042	say	present	obj	Spanish	written	0	6.2940617363
2900	LINDSEI	GE022	say	absent	obj	German	spoken	0	12.1237844713
2901	ICE-GB	S1A-076	say	present	obj	English	spoken	0	7.3228845714
2902	ICLE	GEAU3023	say	absent	obj	German	written	0	5.4709394983
2903	ICE-GB	S1A-091	say	absent	obj	English	spoken	0	5.4709394983
2904	ICE-GB	S1B-016	say	absent	obj	English	spoken	0	5.4709394983
2905	ICE-GB	S1B-043	say	absent	obj	English	spoken	0	5.4709394983
2906	ICE-GB	S1B-069	say	present	obj	English	spoken	0	5.4709394983
2907	ICE-GB	S1A-029	say	present	obj	English	spoken	0	5.4709394983
2908	ICE-GB	S1A-059	say	absent	obj	English	spoken	0	5.4709394983
2909	ICLE	GEAU3089	say	absent	obj	German	written	0	5.4709394983
2910	ICE-GB	W1B-015	say	present	obj	English	written	0	5.4709394983
2911	ICE-GB	S1A-089	say	absent	obj	English	spoken	0	5.4709394983
2912	LINDSEI	GE012	say	absent	obj	German	spoken	0	5.4709394983
2913	ICE-GB	S1A-094	say	present	obj	English	spoken	7	5.4709394983
2914	ICE-GB	S1A-060	say	absent	obj	English	spoken	0	5.4709394983
2915	ICE-GB	S1B-050	say	absent	obj	English	spoken	0	5.4709394983
